id,dfid,name,type,c_type,latitude,longitude
58872f5dae975663278d4431,1970,Bike Style,4bf58dd8d48988d115951735,Bike Shop,41.428233,2.223559
5c30a5b4c6666600396316b5,2020,360Bs Bmx Shop,4bf58dd8d48988d115951735,Bike Shop,41.403234000000005,2.1995419999999997
55b2654e498e454672bf8c9c,2021,global fixie bike,4bf58dd8d48988d115951735,Bike Shop,41.418152,2.204024
4f9bbec4e4b04dce44831bf1,2028,cátedra bikes,4bf58dd8d48988d115951735,Bike Shop,41.450790268323615,2.213014831068956
4e62c651d22d509a39c92a4d,2032,Contorn,4bf58dd8d48988d115951735,Bike Shop,41.41954367970389,2.1899056434631348
5086bc96e4b0f0026e9012d9,2035,Bicing 129,4bf58dd8d48988d115951735,Bike Shop,41.41719055175781,2.1980316638946533
504639f7e4b02712ccabe6e5,2134,Bicis Tirli,4bf58dd8d48988d115951735,Bike Shop,41.40838696820821,2.1780769749855478
4bc7600f6501c9b6ce4e3e29,2157,VR Moto,4bf58dd8d48988d115951735,Bike Shop,41.40483142513393,2.1668657207993536
5815218338fa1bf491ac2175,2211,Ciclomaniacs,4bf58dd8d48988d115951735,Bike Shop,41.414215000000006,2.186714
4ca0f13554c8a1cdcd09a44b,2241,Bicing 137,4bf58dd8d48988d115951735,Bike Shop,41.416889552751584,2.1994148008040093
4e59ea6a1495a8911285f1f4,2265,+Bici,4bf58dd8d48988d115951735,Bike Shop,41.46182767772611,2.222799589859737
4f21133ce4b0644fb32d76c8,2267,aem bikes,4bf58dd8d48988d115951735,Bike Shop,41.449343225615785,2.233960740128582
4f087859e4b00a2751fb4694,2287,Cicles La Salut,4bf58dd8d48988d115951735,Bike Shop,41.442528630061396,2.2339463244684072
4e6087b42271573ad6c47257,2289,Bicicletas Action,4bf58dd8d48988d115951735,Bike Shop,41.48286427954487,2.1884818070540617
4e7f7fe8e5e84a8755a86411,2315,Zen Bikes,4bf58dd8d48988d115951735,Bike Shop,41.48356150754852,2.1520864963531494
4d5fb96a5b276dcb79a40bc6,2318,Bikesports,4bf58dd8d48988d115951735,Bike Shop,41.486845793535,2.1571953776728257
4d07b7e72f96f04d57392e54,2338,Gonzalvo,4bf58dd8d48988d115951735,Bike Shop,41.49435492055624,2.1622896194458012
56dac085cd100594a96c2be2,2347,Ripollet Racing Bikers,4bf58dd8d48988d115951735,Bike Shop,41.494397,2.162345
587f38712948b32f36d40f7c,2348,Pomik,4bf58dd8d48988d115951735,Bike Shop,41.49818,2.184155
4e57d606887710a8481c0011,2411,+Bici,4bf58dd8d48988d115951735,Bike Shop,41.46025671471833,2.240116596221924
572b1a28498e80197e5cda11,2538,Cuesta Bike Rental,4e4c9077bd41f78e849722f9,Bike Rental / Bike Share,41.39593419205833,2.196600437164306
4d628fe2196ba0936fb53156,2551,KIDDO motors,4bf58dd8d48988d115951735,Bike Shop,41.395229,2.194411
577bb4cc498e545eea4e8f3f,2907,BCN Classic Rides,4bf58dd8d48988d115951735,Bike Shop,41.397962,2.203041
5a154d3986f4cc3a384630c6,2921,abrilbike,4bf58dd8d48988d115951735,Bike Shop,41.39954778825015,2.178366780281067
4e1de8951838f4ab7443247d,2928,C.R.E.A.M Bikes & Things,4bf58dd8d48988d115951735,Bike Shop,41.39681282434493,2.1763204748444163
537cdc48498e3b8f36641da5,2931,One Car Less,4bf58dd8d48988d115951735,Bike Shop,41.38578543930129,2.1797759501375955
4caedeec562d224b2e5d0988,2942,Al Punt de Trobada,4bf58dd8d48988d115951735,Bike Shop,41.395651238727474,2.199434006995896
4fd9c299e4b042829f553000,2943,Hoodbikes,4bf58dd8d48988d115951735,Bike Shop,41.39714801946123,2.1935380902260233
511e5701e4b09b795408ec50,2945,Urbanfun electric movement,4bf58dd8d48988d115951735,Bike Shop,41.39135,2.200216
5034fdcee4b0d33c10f9fc3a,2955,bike service,4bf58dd8d48988d115951735,Bike Shop,41.405879925885245,2.1802750962608113
593fdb672aff317a296558ac,2962,Es Rent Balboa Shop,4bf58dd8d48988d115951735,Bike Shop,41.38217,2.1881072999999995
4e7c666fc65b80e2dcc3b22d,2968,Ribó,4bf58dd8d48988d115951735,Bike Shop,41.398868,2.205021
50462ba3e4b02d097ffffe19,2974,Bicing 49,4bf58dd8d48988d115951735,Bike Shop,41.39108819871276,2.1967068096174485
5046285de4b02712cca2fb9b,2979,Bicing 396,4bf58dd8d48988d115951735,Bike Shop,41.389145,2.196574
4e9706cdb8f7d8c6910bf780,2985,Funsport,4bf58dd8d48988d115951735,Bike Shop,41.394628769782365,2.193005191111463
